,Reference,Imine_SMILES,pro_nucleophile_SMILES,Reaction,Catalyst,Catalyst_Type,Co-Catalyst,Additive,Solvent,Temp,Time,eq_imine,eq_nu,eq_catalyst(mol%),ee,yield,rxn_type
2240,"RSC Adv. 2013, 3, 16349–16358.",C(=N/c1nc2ccccc2s1)\c1ccccc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C(=N/c1nc2ccccc2s1)\c1ccccc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-30,24h,1,3,10,76,91,Optimization
2241,"RSC Adv. 2013, 3, 16349–16358.",C(=N/c1nc2ccccc2s1)\c1ccccc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C(=N/c1nc2ccccc2s1)\c1ccccc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,24h,1,1,10,88,97,Optimization
2242,"RSC Adv. 2013, 3, 16349–16358.",C(=N/c1nc2ccccc2s1)\c1ccccc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C(=N/c1nc2ccccc2s1)\c1ccccc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,24h,1,2,10,94,99,Optimization
2243,"RSC Adv. 2013, 3, 16349–16358.",C(=N/c1nc2ccccc2s1)\c1ccccc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C(=N/c1nc2ccccc2s1)\c1ccccc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,24h,1,4,10,93,99,Optimization
2244,"RSC Adv. 2013, 3, 16349–16358.",C(=N/c1nc2ccccc2s1)\c1ccccc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C(=N/c1nc2ccccc2s1)\c1ccccc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,24h,1,3,10,10,50,Optimization
2245,"RSC Adv. 2013, 3, 16349–16358.",C(=N/c1nc2ccccc2s1)\c1ccccc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C(=N/c1nc2ccccc2s1)\c1ccccc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,24h,1,3,10,88,92,Optimization
2246,"RSC Adv. 2013, 3, 16349–16358.",C(=N/c1nc2ccccc2s1)\c1ccccc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C(=N/c1nc2ccccc2s1)\c1ccccc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,24h,1,3,10,98,99,Scope
2247,"RSC Adv. 2013, 3, 16349–16358.",Clc1ccc(/C=N/c2nc3ccccc3s2)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Clc1ccc(/C=N/c2nc3ccccc3s2)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,24h,1,3,10,93,99,Scope
2248,"RSC Adv. 2013, 3, 16349–16358.",Brc1ccc(/C=N/c2nc3ccccc3s2)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Brc1ccc(/C=N/c2nc3ccccc3s2)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,24h,1,3,10,83,96,Scope
2249,"RSC Adv. 2013, 3, 16349–16358.",O=[N+]([O-])c1ccccc1/C=N/c1nc2ccccc2s1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,O=[N+]([O-])c1ccccc1/C=N/c1nc2ccccc2s1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,48h,1,3,10,95,90,Scope
2250,"RSC Adv. 2013, 3, 16349–16358.",O=[N+]([O-])c1cccc(/C=N/c2nc3ccccc3s2)c1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,O=[N+]([O-])c1cccc(/C=N/c2nc3ccccc3s2)c1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,24h,1,3,10,87,99,Scope
2251,"RSC Adv. 2013, 3, 16349–16358.",O=[N+]([O-])c1ccc(/C=N/c2nc3ccccc3s2)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,O=[N+]([O-])c1ccc(/C=N/c2nc3ccccc3s2)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,24h,1,3,10,96,99,Scope
2252,"RSC Adv. 2013, 3, 16349–16358.",COc1ccccc1/C=N/c1nc2ccccc2s1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,COc1ccccc1/C=N/c1nc2ccccc2s1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,48h,1,3,10,88,92,Scope
2253,"RSC Adv. 2013, 3, 16349–16358.",Cc1ccc(/C=N/c2nc3ccccc3s2)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Cc1ccc(/C=N/c2nc3ccccc3s2)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,48h,1,3,10,95,93,Scope
2254,"RSC Adv. 2013, 3, 16349–16358.",C(=N/c1nc2ccccc2s1)\c1cccs1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C(=N/c1nc2ccccc2s1)\c1cccs1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,48h,1,3,10,91,91,Scope
2255,"RSC Adv. 2013, 3, 16349–16358.",C(=N/c1nc2ccccc2s1)\c1cccnc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C(=N/c1nc2ccccc2s1)\c1cccnc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,24h,1,3,10,98,99,Scope
2256,"RSC Adv. 2013, 3, 16349–16358.",C(=N/c1nc2ccccc2s1)\c1ccco1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C(=N/c1nc2ccccc2s1)\c1ccco1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,48h,1,3,10,75,83,Scope
2257,"RSC Adv. 2013, 3, 16349–16358.",Cc1ccc2nc(/N=C/c3ccccc3)sc2c1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Cc1ccc2nc(/N=C/c3ccccc3)sc2c1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,48h,1,3,10,95,91,Scope
2258,"RSC Adv. 2013, 3, 16349–16358.",COc1ccc2nc(/N=C/c3ccccc3)sc2c1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,COc1ccc2nc(/N=C/c3ccccc3)sc2c1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,48h,1,3,10,98,93,Scope
2259,"RSC Adv. 2013, 3, 16349–16358.",Clc1ccc2nc(/N=C/c3ccccc3)sc2c1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Clc1ccc2nc(/N=C/c3ccccc3)sc2c1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,48h,1,3,10,98,99,Scope
2260,"RSC Adv. 2013, 3, 16349–16358.",Cc1ccc2nc(/N=C/c3ccc([N+](=O)[O-])cc3)sc2c1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Cc1ccc2nc(/N=C/c3ccc([N+](=O)[O-])cc3)sc2c1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,48h,1,3,10,96,99,Scope
2261,"RSC Adv. 2013, 3, 16349–16358.",COc1ccc2nc(/N=C/c3ccc([N+](=O)[O-])cc3)sc2c1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,COc1ccc2nc(/N=C/c3ccc([N+](=O)[O-])cc3)sc2c1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,48h,1,3,10,97,89,Scope
2262,"RSC Adv. 2013, 3, 16349–16358.",O=[N+]([O-])c1ccc(/C=N/c2nc3ccc(Cl)cc3s2)cc1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,O=[N+]([O-])c1ccc(/C=N/c2nc3ccc(Cl)cc3s2)cc1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,48h,1,3,10,96,99,Scope
2263,"RSC Adv. 2013, 3, 16349–16358.",Cc1cc(/N=C/c2ccccc2)no1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Cc1cc(/N=C/c2ccccc2)no1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,72h,1,3,10,25,35,Scope
2264,"RSC Adv. 2013, 3, 16349–16358.",Cc1cc(/N=C/c2ccc([N+](=O)[O-])cc2)no1,O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,Cc1cc(/N=C/c2ccc([N+](=O)[O-])cc2)no1_O=C(CC(=O)OCc1ccccc1)OCc1ccccc1,C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CHCl3,-15,72h,1,3,10,62,41,Scope
2265,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,(Thio)Urea,,,DCM,30,12h,1,1.2,10,80,58,Optimization
2266,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,FC(F)(F)c1cc(NC(=S)N[C@H]2CCCC[C@@H]2N2CCCCC2)cc(C(F)(F)F)c1,(Thio)Urea,,,DCM,30,12h,1,1.2,10,61,69,Optimization
2267,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,30,12h,1,1.2,10,98,84,Optimization
2268,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccccc12,Squaramide,,,DCM,30,12h,1,1.2,10,96,79,Optimization
2269,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCE,30,12h,1,1.2,10,98,81,Optimization
2270,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,Toluene,30,12h,1,1.2,10,99,75,Optimization
2271,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,THF,30,12h,1,1.2,10,98,73,Optimization
2272,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,EtOAc,30,12h,1,1.2,10,99,41,Optimization
2273,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,CH3CN,30,12h,1,1.2,10,98,35,Optimization
2274,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,0,36h,1,1.2,10,99,77,Optimization
2275,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,-10,36h,1,1.2,10,99,53,Optimization
2276,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,30,12h,1,1.2,10,99,87,Optimization
2277,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1)n1cccn1,COc1ccc(Cn2c(=O)nc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,30,24h,1,1.2,10,98,82,Optimization
2278,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccc(C(F)(F)F)cc1)n1cccn1,COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccc(C(F)(F)F)cc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,30,11h,1,2,10,93,83,Scope
2279,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccc(Br)cc1)n1cccn1,COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccc(Br)cc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,30,11h,1,2,10,98,90,Scope
2280,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccc(Cl)cc1)n1cccn1,COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccc(Cl)cc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,30,39h,1,2,10,99,49,Scope
2281,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccc(F)cc1)n1cccn1,COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccc(F)cc1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,30,45h,1,2,10,95,70,Scope
2282,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1cccc(Cl)c1)n1cccn1,COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1cccc(Cl)c1)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,30,45h,1,2,10,98,83,Scope
2283,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccccc1Cl)n1cccn1,COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccccc1Cl)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,30,64h,1,2,10,95,39,Scope
2284,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1,Cc1ccc(CC(=O)n2cccn2)cc1,COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1_Cc1ccc(CC(=O)n2cccn2)cc1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,30,18h,1,2,10,99,96,Scope
2285,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1,COc1cccc(CC(=O)n2cccn2)c1,COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1_COc1cccc(CC(=O)n2cccn2)c1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,30,21h,1,2,10,98,79,Scope
2286,"Org. Biomol. Chem. 2018, 16, 3372–3375.",COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1,O=C(Cc1ccc2c(c1)OCO2)n1cccn1,COc1ccc(Cn2c(=O)cc(C(F)(F)F)c3cc(Cl)ccc32)cc1_O=C(Cc1ccc2c(c1)OCO2)n1cccn1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](Nc1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(=O)c1=O)c1ccnc2ccc(OC)cc12,Squaramide,,,DCM,30,76h,1,2,10,98,99,Scope
